textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,tokens
664d148574, tried to join the chat but the site would not let me sign in,negative,noon,60-70,Togo,8278724.0,54390.0,152.0,tried join chat site would let sign,"['tried', 'join', 'chat', 'site', 'would', 'let', 'sign']"
6872aea3a9, where is home??,neutral,night,70-100,Tonga,105695.0,720.0,147.0,home,['home']
21d77a32fb,singing songs and filming movies  what i do best,positive,morning,0-20,Trinidad and Tobago,1399488.0,5130.0,273.0,singing song filling movie best,"['singing', 'song', 'filming', 'movie', 'best']"
5d8cc77f93,Their songs make me want to cry..,negative,noon,21-30,Tunisia,11818619.0,155360.0,76.0,song make want cry,"['song', 'make', 'want', 'cry']"
803e9c0931,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,negative,night,31-45,Turkey,84339067.0,770000.0,110.0,driving come across aggressive driving behaviour another driver chase car tell driver drive,"['driving', 'come', 'across', 'aggressive', 'driving', 'behaviour', 'another', 'driver', 'chase', 'car', 'tell', 'driver', 'drive']"
16ca8a5ecc,The Mediteranian Kitchen...oh well can`t get them all right.,neutral,morning,46-60,Turkmenistan,6031200.0,469930.0,13.0,mediterranean kitchen well get right,"['mediteranian', 'kitchenoh', 'well', 'get', 'right']"
038c049e2a, what`s wrong?,neutral,noon,60-70,Tuvalu,11792.0,30.0,393.0,wrong,['wrong']
28e1999323, Wasn`**** totally awesome?  Seeing the rebooted crew was so nice!,positive,night,70-100,Uganda,45741007.0,199810.0,229.0,totally awesome seeing reported crew nice,"['totally', 'awesome', 'seeing', 'rebooted', 'crew', 'nice']"
438a7d203a,"_d thats good to know, and I bet he looks just like you.",positive,morning,0-20,Ukraine,43733762.0,579320.0,75.0,good know bet look like,"['good', 'know', 'bet', 'look', 'like']"
0117a03b6d,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,positive,noon,21-30,United Arab Emirates,9890402.0,83600.0,118.0,ahahah really made laugh loud ahahahahahahahahah funny,"['hahhahah', 'really', 'made', 'laugh', 'loudd', 'ahahahahahahahahah', 'fuunny']"
cad99e531f,i so wish i could get pregnant!!,positive,night,31-45,United Kingdom,67886011.0,241930.0,281.0,wish could get pregnant,"['wish', 'could', 'get', 'pregnant']"
4987bf323b, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,positive,morning,46-60,United States of America,331002651.0,9147420.0,36.0,trying fix ah dies mio good laughing loud,"['trying', 'fix', 'ahi', 'dios', 'mio', 'good', 'laughing', 'loud']"
ba3e84e67f, Hiya! Missed you too! What have you been up to?,negative,noon,60-70,Uruguay,3473730.0,175020.0,20.0,his missed,"['hiya', 'missed']"
b2dc59805a,out to play,neutral,night,70-100,Uzbekistan,33469203.0,425400.0,79.0,play,['play']
797aa81fda,Really sick,negative,morning,0-20,Vanuatu,307145.0,12200.0,25.0,really sick,"['really', 'sick']"
0ea64bcbe6,yay  my `only on sundays` maid came!! the house will be clean again!!!,neutral,noon,21-30,Venezuela,28435940.0,882050.0,32.0,may sunday maid came house clean,"['yay', 'sunday', 'maid', 'came', 'house', 'clean']"
4e7fb463e0,"Thx, Robban  http://www.sk-gaming.com/match/17905",positive,night,31-45,Vietnam,97338579.0,310070.0,314.0,thank ribbon,"['thank', 'robban']"
b33c27ad85, thanks JK!!!  Love ya to death,positive,morning,46-60,Yemen,29825964.0,527970.0,56.0,thanks bidding love death,"['thanks', 'kidding', 'love', 'death']"
50eb2a08c3,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,positive,noon,60-70,Zambia,18383955.0,743390.0,25.0,going need check one store hope find thing looking,"['going', 'need', 'check', 'one', 'store', 'hope', 'find', 'thing', 'looking']"
0ee55890a7,Geeze- I`m just wondering what is wrong with some people. I either need to go for a run or go to sleep. Tomorrow should be a fun day.,neutral,night,70-100,Zimbabwe,14862924.0,386850.0,38.0,geese wondering wrong people either need run sleep tomorrow fun day,"['geeze', 'wondering', 'wrong', 'people', 'either', 'need', 'run', 'sleep', 'tomorrow', 'fun', 'day']"
eb9c11eb52,So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,negative,morning,0-20,Afghanistan,38928346.0,652860.0,60.0,parent busy making feel like realise got worse need see doctor sleep suck,"['parent', 'busy', 'making', 'feel', 'like', 'realise', 'got', 'worse', 'need', 'see', 'doctor', 'sleep', 'suck']"
cf16d0c659," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",positive,noon,21-30,Albania,2877797.0,27400.0,105.0,night jonathan tried stay really wait till timezone much easier,"['gnight', 'jonathan', 'tried', 'stay', 'really', 'wait', 'till', 'timezone', 'much', 'easier']"
f7aa65a988,Prom is so over rated!! Irritated... Going to bed goodnight,negative,night,31-45,Algeria,43851044.0,2381740.0,18.0,from rate irritated going bed goodnight,"['prom', 'rated', 'irritated', 'going', 'bed', 'goodnight']"
b8a3fea60e,"Look, everyone! I`m a bad boy! I`m ranked higher than Meghan McCain!  http://tinyurl.com/oj76mz",neutral,morning,46-60,Andorra,77265.0,470.0,164.0,look everyone bad boy ranged higher began main,"['look', 'everyone', 'bad', 'boy', 'ranked', 'higher', 'meghan', 'mccain']"
5389177883,_rain i wanna see her hair  hows everyone?,neutral,noon,60-70,Angola,32866272.0,1246700.0,26.0,rain want see hair everyone,"['rain', 'want', 'see', 'hair', 'everyone']"
e59fd12277, Or FTRH -- For The Ride Home,neutral,night,70-100,Antigua and Barbuda,97929.0,440.0,223.0,for ride home,"['ftrh', 'ride', 'home']"
264f1af9a0," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",negative,morning,0-20,Argentina,45195774.0,2736690.0,17.0,english screwed overall percentage xii probably am test happens,"['english', 'screwed', 'overall', 'percentage', 'xii', 'probably', 'adm', 'test', 'happens']"
d19724f22f, i want chinese food really baaad.,positive,noon,21-30,Armenia,2963243.0,28470.0,104.0,want chinese food really bad,"['want', 'chinese', 'food', 'really', 'baaad']"
9d4dfb1f9e,is downloading songs  http://plurk.com/p/rp8wx,neutral,night,31-45,Australia,25499884.0,7682300.0,3.0,downloading song,"['downloading', 'song']"
e6b380cd3d," I almost said, 'and grammer no exist either' grunt.  But I stopped myself",neutral,morning,46-60,Austria,9006398.0,82400.0,109.0,almost said grammar exist either grunt stopped,"['almost', 'said', 'grammer', 'exist', 'either', 'grunt', 'stopped']"
993c6eadd2,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",positive,noon,60-70,Azerbaijan,10139177.0,82658.0,123.0,going take good care little baby he going strong boy sure,"['going', 'take', 'good', 'care', 'little', 'baby', 'he', 'going', 'strong', 'boy', 'sure']"
7993d38b85, ha! lemme know what you find (tho I suspect it will be a lot of complaints). Have a peaceful night my friend,positive,night,70-100,Bahamas,393244.0,10010.0,39.0,let know find though suspect lot complaint peaceful night friend,"['let', 'know', 'find', 'though', 'suspect', 'lot', 'complaint', 'peaceful', 'night', 'friend']"
42caab438e,seeing shane dawson videos,neutral,morning,0-20,Bahrain,1701575.0,760.0,2239.0,seeing share dawson video,"['seeing', 'shane', 'dawson', 'video']"
b5e7df1efe,  sad face.,negative,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0,sad face,"['sad', 'face']"
017a0bbb36,Aaaaahhhh.... Friday!!!! but.......     Funeral at 5,negative,night,31-45,Barbados,287375.0,430.0,668.0,aaaaahhhh friday funeral,"['aaaaahhhh', 'friday', 'funeral']"
12cfea907c,Already misses ,negative,morning,46-60,Belarus,9449323.0,202910.0,47.0,already miss,"['already', 'miss']"
43449f0068,"_laura_LP ok thanks for the help! I hope they respond to me sooner or later, then! thanks!",positive,noon,60-70,Belgium,11589623.0,30280.0,383.0,laurels thanks help hope respond sooner later thanks,"['lauralp', 'thanks', 'help', 'hope', 'respond', 'sooner', 'later', 'thanks']"
795556dc39,  out of commish for a few days in ATL with fam.  Just saw the updates to the .net website... Looks AWESOME!,positive,night,70-100,Belize,397628.0,22810.0,17.0,commit day at am saw update net webster look awesome,"['commish', 'day', 'atl', 'fam', 'saw', 'update', 'net', 'website', 'look', 'awesome']"
38e8111514," awww that sucks  also, when i finish uni, you should totally have a mini housewarming. yes, work it around my schedule, LOL.",negative,morning,0-20,Benin,12123200.0,112760.0,108.0,www suck also finish un totally mind housewarming yes work around schedule laughing loud,"['awww', 'suck', 'also', 'finish', 'uni', 'totally', 'mini', 'housewarming', 'yes', 'work', 'around', 'schedule', 'laughing', 'loud']"
18ee9d146c,at famous dave`s with my mom. so hungry.,neutral,noon,21-30,Bhutan,771608.0,38100.0,20.0,famous davis mon hungry,"['famous', 'daves', 'mom', 'hungry']"
f5e9c0eef2, I would vote for you Miley but I live in Ireland  You`ll be fine  Good luck! SlÃ¯Â¿Â½n!(bye in irish ) Sorcha xxxx,positive,night,31-45,Bolivia,11673021.0,1083300.0,11.0,would vote miles live ireland fine good luck slnbye irish porch xxxi,"['would', 'vote', 'miley', 'live', 'ireland', 'fine', 'good', 'luck', 'slnbye', 'irish', 'sorcha', 'xxxx']"
434e673353,"home for the nite, sleeping on the pull out bed with Maggie. wishing it was _durden  I got to find a apt",neutral,morning,46-60,Bosnia and Herzegovina,3280819.0,51000.0,64.0,home note sleeping pull bed maggie wishing burden got find apt,"['home', 'nite', 'sleeping', 'pull', 'bed', 'maggie', 'wishing', 'durden', 'got', 'find', 'apt']"
8b8932427d,"Oh..Summer begins..yay..  The fighting, Crying and stress has started with the kids..It`s only been 3 hrs since they got out.",negative,noon,60-70,Botswana,2351627.0,566730.0,4.0,summer beginsyay fighting cry stress started visits he since got,"['ohsummer', 'beginsyay', 'fighting', 'cry', 'stress', 'started', 'kidsits', 'hr', 'since', 'got']"
c5f383c0a0,I feel so deflated. No more doggy.,negative,night,70-100,Brazil,212559417.0,8358140.0,25.0,feel defeated foggy,"['feel', 'deflated', 'doggy']"
1.03E+211, sad about young love coming to an end  They were sooo cute together!,neutral,morning,0-20,Brunei,437479.0,5270.0,83.0,sad young love coming end soon cut together,"['sad', 'young', 'love', 'coming', 'end', 'sooo', 'cute', 'together']"
8def10379e, Omg really??  I sowwy! I`ll do it again! :-p I was tired when I did that this morning. :-p lol!,negative,noon,21-30,Bulgaria,6948445.0,108560.0,64.0,god really slowly ill tired morning laughing loud,"['god', 'really', 'sowwy', 'ill', 'tired', 'morning', 'laughing', 'loud']"
74af7e0835,"owww, back pain  hm, walmart or no? i could get cupcakes~",negative,night,31-45,Burkina Faso,20903273.0,273600.0,76.0,back pain palmar could get cupcake,"['back', 'pain', 'walmart', 'could', 'get', 'cupcake']"
bb53ba1a89, i can`t believe that you guys are gonna stay just one day here in Rio de Janeiro again,neutral,morning,46-60,Burundi,11890784.0,25680.0,463.0,believe guy going stay one day rio janeiro,"['believe', 'guy', 'going', 'stay', 'one', 'day', 'rio', 'janeiro']"
11c5c7850b,Making my boyfriend look different.  He`s  cute no matter what. <3,positive,noon,60-70,Côte d'Ivoire,26378274.0,318000.0,83.0,making boyfriend look different he cut matter,"['making', 'boyfriend', 'look', 'different', 'he', 'cute', 'matter']"
455ef3e9b6, LOL thx,positive,night,70-100,Cabo Verde,555987.0,4030.0,138.0,laughing loud thank,"['laughing', 'loud', 'thank']"
d761530c7f,is working until 11 tonight  http://plurk.com/p/x2kbv,neutral,morning,0-20,Cambodia,16718965.0,176520.0,95.0,working tonight,"['working', 'tonight']"
ed1e06027c, well there go my peace corps prospects.,positive,noon,21-30,Cameroon,26545863.0,472710.0,56.0,well peace corps prospect,"['well', 'peace', 'corp', 'prospect']"
47b4e91e39,rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the ' 3 unknown facts' abt myself,neutral,night,31-45,Canada,37742154.0,9093510.0,4.0,mr tear eye turned night sentosa one spit unknown fact,"['rmbr', 'tear', 'eye', 'torned', 'night', 'sentosa', 'one', 'spit', 'unknown', 'fact']"
0b39781a5a," Good idea! I`ll have to remove all the old receipts, tissue paper and other nonsense before I can take a pic",positive,morning,46-60,Central African Republic,4829767.0,622980.0,8.0,good idea ill remove old receipt tissue paper nonsense take pick,"['good', 'idea', 'ill', 'remove', 'old', 'receipt', 'tissue', 'paper', 'nonsense', 'take', 'pic']"
8fbd0b19e6,"whatever will be, will be",neutral,noon,60-70,Chad,16425864.0,1259200.0,13.0,whatever,['whatever']
8429087609,Wango tango!!! Good night all,neutral,night,70-100,Chile,19116201.0,743532.0,26.0,want ago good night,"['wango', 'tango', 'good', 'night']"
7900f25fbc, i`m not in the best financial situation myself at the moment. i`m beyond broke. my money is spend as soon as i earn it atm,negative,morning,0-20,China,1439323776.0,9388211.0,153.0,best financial situation moment beyond broke money spend soon earn moment,"['best', 'financial', 'situation', 'moment', 'beyond', 'broke', 'money', 'spend', 'soon', 'earn', 'moment']"
312868ebb2, hello you!  you should totally go to the biggest shopping center in Europe and we can go shopping together   ****,neutral,noon,21-30,Colombia,50882891.0,1109500.0,46.0,hello totally biggest shopping center europe shopping together,"['hello', 'totally', 'biggest', 'shopping', 'center', 'europe', 'shopping', 'together']"
5f2c04acd4,Fixing openbox theme a little,neutral,night,31-45,Comoros,869601.0,1861.0,467.0,fixing openbox theme little,"['fixing', 'openbox', 'theme', 'little']"
55b8e44c02,Selling my laptop for CHEAP if anyone`s interested!  17' Toshiba 1.3gig ram,neutral,morning,46-60,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0,selling lawton cheap anyone interested toshiba gig ram,"['selling', 'laptop', 'cheap', 'anyones', 'interested', 'toshiba', 'gig', 'ram']"
106aa6d022,"If recent experience is anything to go by, I fear I might be going off Indian food. This is not good, people. Not good",negative,noon,60-70,Costa Rica,5094118.0,51060.0,100.0,recent experience anything fear might going indian food good people good,"['recent', 'experience', 'anything', 'fear', 'might', 'going', 'indian', 'food', 'good', 'people', 'good']"
4975dbda48, i wish i wasn`t all  bummed but i kinda am,positive,night,70-100,Croatia,4105267.0,55960.0,73.0,wish summed kind,"['wish', 'bummed', 'kind']"
a3145ba47e, Hey Mitchel when will you be live again? I didn`t get a chance to call you,negative,morning,0-20,Cuba,11326616.0,106440.0,106.0,hey mitchell live get chance call,"['hey', 'mitchel', 'live', 'get', 'chance', 'call']"
7e19629684,looking at the sunshine out of my office window,neutral,noon,21-30,Cyprus,1207359.0,9240.0,131.0,looking sunshine office window,"['looking', 'sunshine', 'office', 'window']"
3495e809b3,Back is SORE... should not have done that jump last night,negative,night,31-45,Czechia (Czech Republic),10708981.0,77240.0,139.0,back sore done jump last night,"['back', 'sore', 'done', 'jump', 'last', 'night']"
a1b67a24aa, We are working,neutral,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0,working,['working']
a0b1828b67,'Brides a la mode' pow wow first thing this morning   This past weekend`s lovely wedding fresh in my mind... pics soon!,positive,noon,60-70,Denmark,5792202.0,42430.0,137.0,bride mode now now first thing morning past weekend lovely wedding fresh mind pick soon,"['bride', 'mode', 'pow', 'wow', 'first', 'thing', 'morning', 'past', 'weekend', 'lovely', 'wedding', 'fresh', 'mind', 'pic', 'soon']"
311985067b,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon.",neutral,night,70-100,Djibouti,988000.0,23180.0,43.0,got paycheck april bonus deposited day rest got wait today learned mon,"['got', 'paycheck', 'april', 'bonus', 'deposited', 'day', 'rest', 'got', 'wait', 'today', 'learned', 'mon']"
c392253b42,nope no way in to stop  just have to put up wiv it,neutral,morning,0-20,Dominica,71986.0,750.0,96.0,hope way stop put iv,"['nope', 'way', 'stop', 'put', 'wiv']"
62f3e63c1a,I recommend returning your broken duck toy with the batteis it came with or the person who your giving it to may get mad!!  trust me!,neutral,noon,21-30,Dominican Republic,10847910.0,48300.0,225.0,recommend returning broken duck toy battens came person giving may get mad trust,"['recommend', 'returning', 'broken', 'duck', 'toy', 'batteis', 'came', 'person', 'giving', 'may', 'get', 'mad', 'trust']"
2942ed51f6," Not so much a substitute as a variation. Ate too much, too. Oof",neutral,night,31-45,Ecuador,17643054.0,248360.0,71.0,much substitute variation ate much of,"['much', 'substitute', 'variation', 'ate', 'much', 'oof']"
03798acf38,"such beautiful weather.. .why are u sick, baby ?  @ tanapolis",positive,morning,46-60,Egypt,102334404.0,995450.0,103.0,beautiful weather sick baby annapolis,"['beautiful', 'weather', 'sick', 'baby', 'tanapolis']"
fd1ebb37c3, Oui mademoiselle. You can barely turn around these days without bumping into one.,neutral,noon,60-70,El Salvador,6486205.0,20720.0,313.0,oui mademoiselle barely turn around day without bumping one,"['oui', 'mademoiselle', 'barely', 'turn', 'around', 'day', 'without', 'bumping', 'one']"
478a005e7c,Flickr pics Chester Zoo: danwtmoon posted a photo:   'WELCOME' to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8,neutral,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0,flick pick chester too danwtmoon posted photo welcome chester too jockey,"['flickr', 'pic', 'chester', 'zoo', 'danwtmoon', 'posted', 'photo', 'welcome', 'chester', 'zoo', 'jockey']"
9608ece440,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,neutral,morning,0-20,Eritrea,3546421.0,101000.0,35.0,woke watched on kate plus eight tried pretend like still normal family,"['woke', 'watched', 'jon', 'kate', 'plus', 'eight', 'tried', 'pretend', 'like', 'still', 'normail', 'family']"
e6b24b7014, your`e a freak,neutral,noon,21-30,Estonia,1326535.0,42390.0,31.0,freak,['freak']
105b761a2c, i dont even know now lenaaa  when you going clothes show?,neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0,even know lenaaa going clothes show,"['even', 'know', 'lenaaa', 'going', 'clothes', 'show']"
cca7cce9c8,_jane yay! buti nagustuhan nyo. isang bar lang enclosed ko sa mail.  to test if matutunaw or hindi. next time uli.,neutral,morning,46-60,Ethiopia,114963588.0,1000000.0,115.0,jane may but nagustuhan no sang bar long enclosed mail test matutunaw hind next tear eye ulm,"['jane', 'yay', 'buti', 'nagustuhan', 'nyo', 'isang', 'bar', 'lang', 'enclosed', 'mail', 'test', 'matutunaw', 'hindi', 'next', 'tear', 'eye', 'uli']"
d0b2e14355,Memories,neutral,noon,60-70,Fiji,896445.0,18270.0,49.0,memory,['memory']
f27f60c847, Yep. Nothing to worry about.,positive,night,70-100,Finland,5540720.0,304000.0,18.0,yep nothing worry,"['yep', 'nothing', 'worry']"
5380d2b0e5,back to work tomorrow  whose idea was it to go back on a saturday?!? Oh wait... that would be mine. FAIL.,negative,morning,0-20,France,65273511.0,547557.0,119.0,back work tomorrow whose idea back saturday wait would mine fail,"['back', 'work', 'tomorrow', 'whose', 'idea', 'back', 'saturday', 'wait', 'would', 'mine', 'fail']"
38148a3e98," Going to start very small, like $0.10 or $0.50  Then slowly to higher stakes",neutral,noon,21-30,Gabon,2225734.0,257670.0,9.0,going start small like slowly higher stake,"['going', 'start', 'small', 'like', 'slowly', 'higher', 'stake']"
b29ea1892f, Make a videoblog!,neutral,night,31-45,Gambia,2416668.0,10120.0,239.0,make videoblog,"['make', 'videoblog']"
7dd51bdec1,reading Evermore by Lynn Viehl.,neutral,morning,46-60,Georgia,3989167.0,69490.0,57.0,reading evermore lynn view,"['reading', 'evermore', 'lynn', 'viehl']"
409767144d,Wow what a storm we just had!!! Now no power,positive,noon,60-70,Germany,83783942.0,348560.0,240.0,now storm power,"['wow', 'storm', 'power']"
c627db4613,getting my phone back this week  yeeeewww,positive,night,70-100,Ghana,31072940.0,227540.0,137.0,getting phone back week yeeeewww,"['getting', 'phone', 'back', 'week', 'yeeeewww']"
9fc2217d38,back from school  daily show was amazing  gonna watch it again later i think xD,positive,morning,0-20,Greece,10423054.0,128900.0,81.0,back school daily show amazing going watch later think,"['back', 'school', 'daily', 'show', 'amazing', 'going', 'watch', 'later', 'think']"
d14b33ede0,_breez Yer please do! Have a good day!,positive,noon,21-30,Grenada,112523.0,340.0,331.0,breeze yer please good day,"['breez', 'yer', 'please', 'good', 'day']"
e7ed611f06,#musicmonday Epic song. (Y)  ? 'Lights and Sounds' by Yellowcard ~ http://tinyurl.com/db7ppm,neutral,night,31-45,Guatemala,17915568.0,107160.0,167.0,musicmonday epic song light sound yellowcard,"['musicmonday', 'epic', 'song', 'light', 'sound', 'yellowcard']"
a61d4c6048, hot cuppa coffee made with milk & fortified with Monin`s Irish Coffee syrup! Bliss!,positive,morning,46-60,Guinea,13132795.0,246000.0,53.0,hot cuba coffee made milk fortified morning irish coffee syrupy bliss,"['hot', 'cuppa', 'coffee', 'made', 'milk', 'fortified', 'monins', 'irish', 'coffee', 'syrup', 'bliss']"
74b427ffa8,right im out of here peeps.. i hope  fixes twitter mobile so i can tweet from the race.. m.twitter has been down for 4 days  #fail,positive,noon,60-70,Guinea-Bissau,1968001.0,28120.0,70.0,right peep hope fix twitter mobile sweet race twitter day fail,"['right', 'peep', 'hope', 'fix', 'twitter', 'mobile', 'tweet', 'race', 'mtwitter', 'day', 'fail']"
c7568067cd,"My anticipated meet up with Tapan Parikh is no more  apparently he wont pass by Nairobi, and will head straight from Mombasa",neutral,night,70-100,Guyana,786552.0,196850.0,4.0,anticipated meet japan parish apparently pas nairobi head straight mombasa,"['anticipated', 'meet', 'tapan', 'parikh', 'apparently', 'pas', 'nairobi', 'head', 'straight', 'mombasa']"
8a6cdf6832,watching Army Wives and it always makes me cry,negative,morning,0-20,Haiti,11402528.0,27560.0,414.0,watching army wife always make cry,"['watching', 'army', 'wife', 'always', 'make', 'cry']"
f4d1a681af,productive day 1,positive,noon,21-30,Holy See,801.0,0.0,2003.0,productive day,"['productive', 'day']"
f81d71d2c2,Rest In Peace  ADaM 12 & GLeNN EPPS.... Gone but never forgotten... what a week ...Loud in da air 4 ya,neutral,night,31-45,Honduras,9904607.0,111890.0,89.0,rest peace adam glen eyes gone never forgotten week loud air,"['rest', 'peace', 'adam', 'glenn', 'epps', 'gone', 'never', 'forgotten', 'week', 'loud', 'air']"
029a603b00, gotta love the summer,positive,morning,46-60,Hungary,9660351.0,90530.0,107.0,got love summer,"['got', 'love', 'summer']"
e6826a5aa5,Marking going ok so far A`s and B`s so far - relieved it looks like I have future programmers in class,neutral,noon,60-70,Iceland,341243.0,100250.0,3.0,marking going far far relieved look like future programme class,"['marking', 'going', 'far', 'far', 'relieved', 'look', 'like', 'future', 'programmer', 'class']"
1e41208494," alas no, it`s just a normal night  monday is quiz night",neutral,night,70-100,India,1380004385.0,2973190.0,464.0,all normal night monday quit night,"['ala', 'normal', 'night', 'monday', 'quiz', 'night']"
23f4fd4385,Did anyone go photographing today? I managed to get a few macro shots of some flowers that were blooming,neutral,morning,0-20,Indonesia,273523615.0,1811570.0,151.0,anyone photographic today managed get micro shot flower blooming,"['anyone', 'photographing', 'today', 'managed', 'get', 'macro', 'shot', 'flower', 'blooming']"
aa17c6f797,_buckley Good morning from sunny London...sounds like an oxymoron but happens to be true of today  Hurrah!,positive,noon,21-30,Iran,83992949.0,1630000.0,52.0,buckled good morning sunny londonsounds like oxymoron happens true today hurrah,"['buckley', 'good', 'morning', 'sunny', 'londonsounds', 'like', 'oxymoron', 'happens', 'true', 'today', 'hurrah']"
136b1926c9, Cool. That`d be fantastic!,positive,night,31-45,Iraq,40222493.0,434320.0,93.0,cool would fantastic,"['cool', 'would', 'fantastic']"
6f381bb00f,live on stickam.com/itstyleryo COME CHAT!,neutral,morning,46-60,Ireland,4937786.0,68890.0,72.0,live stickamcomitstyleryo come chat,"['live', 'stickamcomitstyleryo', 'come', 'chat']"
c0d5be8bd4,   But  is right: This is like the Cape Breton coal mines but ++. No lessons learned.,neutral,noon,60-70,Israel,8655535.0,21640.0,400.0,right like cape briton coal mine lesson learned,"['right', 'like', 'cape', 'breton', 'coal', 'mine', 'lesson', 'learned']"
e09b90939a," Yes, but I`m quite rusty.  I`m hoping to get back to it and 'tune up' my skills.  Tim plays guitar.  We threaten duets.",negative,night,70-100,Italy,60461826.0,294140.0,206.0,yes quite rusty hoping get back tune skill tim play guitar threaten due,"['yes', 'quite', 'rusty', 'hoping', 'get', 'back', 'tune', 'skill', 'tim', 'play', 'guitar', 'threaten', 'duet']"
ec835dc0b0,Hey everybody!  hah this day is cool! just got back from walk with the dog...  OMGosh! Send me the link again please!,positive,morning,0-20,Jamaica,2961167.0,10830.0,273.0,hey everybody had day cool got back walk dog omgosh send link please,"['hey', 'everybody', 'hah', 'day', 'cool', 'got', 'back', 'walk', 'dog', 'omgosh', 'send', 'link', 'please']"
eaf90c4253, srry im not so interesting right now... stayed up til 6am cause my tummy hurt and now im pooped and have to work,negative,noon,21-30,Japan,126476461.0,364555.0,347.0,sorry interesting right stayed today learned mummy hurt popped work,"['srry', 'interesting', 'right', 'stayed', 'today', 'learned', 'tummy', 'hurt', 'pooped', 'work']"
41a96b7954, me because I might not have enough money for college!!!,negative,night,31-45,Jordan,10203134.0,88780.0,115.0,might enough money college,"['might', 'enough', 'money', 'college']"
e5a26fb323,lol! woow okay its not that big of a deal,neutral,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0,laughing loud wood okay big deal,"['laughing', 'loud', 'woow', 'okay', 'big', 'deal']"
4e5d66beb2,I love how when I leave my laptop on my bed it creates a nice toasty spot,positive,noon,60-70,Kenya,53771296.0,569140.0,94.0,love leave lawton bed creates nice toast spot,"['love', 'leave', 'laptop', 'bed', 'creates', 'nice', 'toasty', 'spot']"
4c5a7e6ffc, I mean someone hit a dog with a car. It was just laying there,neutral,night,70-100,Kiribati,119449.0,810.0,147.0,mean someone hit dog car laying,"['mean', 'someone', 'hit', 'dog', 'car', 'laying']"
53714350ac, Does it start tomorrow?  I was going to book Sam on that and forgot,negative,morning,0-20,Kuwait,4270571.0,17820.0,240.0,start tomorrow going book sam forgot,"['start', 'tomorrow', 'going', 'book', 'sam', 'forgot']"
b4401d6b4d," salt and vinegar, cheese and onion make your breathe smell lol  ****",negative,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0,salt vinegar cheese onion make breathe smell laughing loud,"['salt', 'vinegar', 'cheese', 'onion', 'make', 'breathe', 'smell', 'laughing', 'loud']"
05ff657624, You`re welcome. There!  I added you already!,positive,night,31-45,Laos,7275560.0,230800.0,32.0,welcome added already,"['welcome', 'added', 'already']"
dd72ee1430,"_rose Mornin` !  Missed dance time, so I guess I will have to dance extra hard tomorrow...",neutral,morning,46-60,Latvia,1886198.0,62200.0,30.0,rose morning missed dance tear eye guess dance extra hard tomorrow,"['rose', 'mornin', 'missed', 'dance', 'tear', 'eye', 'guess', 'dance', 'extra', 'hard', 'tomorrow']"
094e0509ad," Sorry to hear about your dude probs, what is it that`s too much?",negative,noon,60-70,Lebanon,6825445.0,10230.0,667.0,sorry hear due probe much,"['sorry', 'hear', 'dude', 'probs', 'much']"
0182dd7de1,Discovered that Numpy arrays can hold values of any type.  Useful for manipulating arrays of numbers with uncertainties.,negative,night,70-100,Lesotho,2142249.0,30360.0,71.0,discovered jump array hold value type useful manipulation array number uncertainty,"['discovered', 'numpy', 'array', 'hold', 'value', 'type', 'useful', 'manipulating', 'array', 'number', 'uncertainty']"
5b70f8bc73,"maybe i should take up drinking again, feel as if i have a ,massive hangover  still not ,yself today",negative,morning,0-20,Liberia,5057681.0,96320.0,53.0,maybe take drinking feel massive hanover still myself today,"['maybe', 'take', 'drinking', 'feel', 'massive', 'hangover', 'still', 'yself', 'today']"
8c280d0f80,just downloaded the tweet deck....look at my and my saviness,neutral,noon,21-30,Libya,6871292.0,1759540.0,4.0,download sweet decklook sadness,"['downloaded', 'tweet', 'decklook', 'saviness']"
